year,ISO_code,Countries and territories,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2017,BRN,Brunei_Darussalam,South Asia,5.69,140,4,-,-,-,6.2,9.8,10,10.0,-,10.0,10.0,10.0,10.0,-,-,0,5.0,8.3,10,0,2.5,4.2,-,-,0,-,-,0,0,0,-,-,0,-,-,2.5,-,-,2.5,1,10.0,10.0,0.7,3.8,2.5,2.5,2.5,4.6,0,0,10,5,0,1.7,4.76,154,0.0,-,0,10,10,10.0,-,3.3,5,3.4,5.5,8.3,8.3,4.2,4.8,6.7,7.2,0.8,5.3,9.5,5.6,10.0,10,8.8,-,10,9.3,9.6,5.3,2.3,3.8,10.0,5.1,6.2,4.3,5.2,7.2,-,8.3,10,9.1,10.0,4.7,7.5,10,10,10,8.7,3.8,8.0,9.8,5.8,9.6,9.4,7.7,8.5,6.62,100
2017,HRV,Croatia,Eastern Europe,7.86,37,1,5.5,5.7,5.1,5.7,9.6,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.9,10,10,10,10.0,-,-,7.5,9.1,7.6,8.1,10,10,-,-,7.5,-,-,7.5,-,-,10,9,10.0,10.0,7.0,5.8,10,10,7.5,8.6,10,10,10,10,10,10.0,8.45,34,4.3,4.3,10,5,1,3.0,7,5.7,2.9,1.7,4.3,8.3,7.5,4.6,7.8,5.9,7.2,1.0,5.6,8.7,9.8,9.8,10,9.6,9.9,9,6.7,8.5,6.7,10,8.3,10.0,5.4,4.6,7.6,5.9,8.2,8,10.0,10,9.3,5.6,2.6,6.5,6,7.5,10,6.4,1.4,6.9,9.2,3.3,8.5,7.7,6.2,7.3,7.26,56
2017,CIV,Cote_dIvoire,Sub-Saharan Africa,6.59,101,3,2.6,5.2,3.9,4.0,5.3,10,10.0,5,10.0,10.0,9.0,6.3,-,-,7.5,6.9,7.1,5,5,10,6.7,-,-,10,9.4,8.9,9.4,10,7.5,-,-,10,-,-,10,-,-,10,9.5,10.0,10.0,5.3,5.3,10,10,10,8.7,-,10,10,10,10,10.0,7.2,67,6.5,9.4,4,3,1,2.0,7.8,5.9,2.4,4.2,4.8,4.2,4.2,4,7.1,3.9,4.6,0.9,4.2,9.3,9.3,9.9,0,7.1,5.1,7.6,7,6.6,6,1.8,3.9,10.0,6.4,0.8,2.4,3.2,5.9,10,8.1,5,7.7,5.6,5.1,7.5,8,7.6,3,6.1,3.6,3.8,9.8,4,8.3,7.7,6.2,6.7,5.97,134
2017,CRI,Costa_Rica,Latin America & the Caribbean,7.7,43,2,8.1,6.3,5.6,6.6,5.1,10,10.0,10,10.0,10.0,10.0,10.0,-,-,5,7.5,7.5,10,10,10,10.0,-,-,10,9.4,4.8,8.1,10,10,-,-,10,-,-,7.5,-,-,10,9.5,10.0,10.0,8.7,8.5,10,10,10,9.6,7,10,10,10,5,7.3,7.99,47,5.5,8.5,8,9,4,6.5,6.7,7.0,6.9,4.4,6.5,10.0,4.2,3.5,8.7,6.1,5.4,0.9,5.8,9.8,9.5,9.7,10,9.8,8.6,8.9,6.4,8,4.9,7.5,6.2,10.0,6.9,6.9,9.3,7.7,8.0,5,6.4,9,6.8,2.2,4.7,6.3,8,5.7,10,6.1,2.6,5.1,9.2,4.7,8.7,8.3,6.4,6.5,7.41,46
2017,COG,Congo,Sub-Saharan Africa,5.8,137,4,-,-,-,3.4,6.3,5,10.0,5,10.0,10.0,8.0,10.0,-,-,7.5,8.8,7.7,10,0,2.5,4.2,-,-,10,9.5,8.5,9.4,10,2.5,-,-,10,-,-,10,-,-,10,8.5,10.0,8.1,1.7,2.0,10,7.5,7.5,6.7,-,10,10,10,7.5,8.8,6.52,100,4.7,9.9,4,5,3,4.0,5.4,5.6,3.1,3.6,-,5.0,3.3,3,4.4,-,-,0.7,3.1,7.6,5.5,9.9,0,5.7,9.3,7.6,7,8,4,0,2.0,10.0,-,1.5,1.5,1.5,5.4,0,7.9,10,6.0,1.1,-,-,4,7.5,10,5.7,-,1.1,7.6,-,8.2,3.3,5.1,5.6,5.08,154
2017,COD,Democratic_Republic_of_the_Congo,Sub-Saharan Africa,5.36,152,4,-,-,-,2.5,4.6,5,3.0,2.5,7.6,9.5,5.5,10.0,-,-,7.5,8.8,6.3,5,5,10,6.7,-,-,-,7.9,9.1,8.5,-,-,-,-,-,-,-,-,-,-,-,-,10.0,9.4,4.3,3.8,-,-,-,6.9,-,10,10,10,2.5,6.3,5.73,133,9.8,8.9,8,5,3,4.0,4,6.9,2.3,3.0,3.7,2.5,1.7,1,5.9,3.6,5.7,0.9,3.1,8.1,2.7,1.7,5,4.4,7.8,7.8,7.6,7.8,4.4,0,2.2,10.0,5.7,0.8,0.3,2.3,5.6,0,10.0,3,4.3,1.7,5,6.6,8,10,3,5.7,3.3,0.0,9.5,2.8,8.9,6.1,5.1,5.0,5.0,157
2017,COL,Colombia,Latin America & the Caribbean,6.93,71,2,5,4.9,3.4,4.4,0.0,0,10.0,2.5,9.4,9.5,6.3,10.0,-,-,10,10.0,5.4,10,10,10,10.0,-,-,10,8.2,8,8.7,10,10,-,-,10,-,-,10,-,-,10,10,9.3,10.0,5.7,3.5,10,10,10,8.4,10,10,10,10,10,10.0,7.18,69,6.5,8,10,7,2,4.5,7.2,7.2,3.1,2.8,4.9,4.2,3.3,2.2,9.1,4,3.2,0.9,3.9,9.4,9.2,9.1,5,8.2,9.1,8.9,6.4,8.1,4.9,3.6,4.3,8.8,5.5,1.5,9.6,5.6,6.7,10,9.7,10,9.9,8.9,3.9,6.3,10,4.8,1,5.8,2.7,6.7,9.5,2.9,8.8,7.1,6.3,7.3,6.68,94
2017,CHN,China,East Asia,6.17,126,4,4,5.4,4.8,4.7,9.8,5,10.0,5,10.0,10.0,8.0,10.0,-,-,10,10.0,9.3,5,0,10,5.0,-,-,0,7.5,3.5,3.7,2.5,2.5,-,-,0,-,-,0,-,-,2.5,1.5,10.0,9.7,0.0,1.5,7.5,2.5,5,5.2,7,10,10,10,10,9.0,5.92,124,3.8,8.3,2,6,6,6.0,3.2,4.7,5.8,5.2,6,5.0,5.8,5.7,8.3,6,6.3,0.9,5.6,10.0,9.3,9.7,5,8.5,9.4,8,6.9,8.1,5.8,8.2,7.0,10.0,5.9,0,0.6,2.1,6.8,2,9.4,10,7.1,8.9,5.8,6,10,2.5,0,5.5,5.6,3.8,9.7,5.8,8.4,8.4,7.0,6.5,6.42,113
2017,CHL,Chile,Latin America & the Caribbean,8.15,28,1,7.7,6.3,5.6,6.5,8.3,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.4,10,10,10,10.0,-,-,10,9.1,8.7,9.3,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,7.3,6.8,10,10,10,9.2,0,10,10,10,7.5,5.8,8.41,36,6.4,8.5,10,7,7,7.0,9,8.2,6.5,4.7,7,7.5,7.5,5.3,9.1,8,5.2,0.9,6.4,9.1,9.5,9.6,10,9.5,9.8,9.8,9.8,9.8,7.2,6.8,7.0,10.0,7.6,3.1,9.1,6.6,8.3,8,8.8,9,8.6,6.7,3.4,8.3,10,2.5,1,5.3,3.9,7.8,9.7,6,7.7,6.7,7.0,7.0,7.89,13
2017,TCD,Chad,Sub-Saharan Africa,5.46,147,4,-,-,-,3.1,6.4,5,8.7,2.5,8.6,10.0,7.0,6.2,-,-,5,5.6,6.3,5,5,10,6.7,-,-,7.5,9.2,7.8,8.2,5,5,-,-,7.5,-,-,7.5,-,-,7.5,6.5,10.0,10.0,2.7,2.5,10,7.5,10,7.5,-,0,0,0,5,2.5,5.49,139,10.0,9.9,8,1,1,1.0,8.2,7.4,1.8,2.8,3.3,2.7,-,2.2,6.5,2.9,3.2,0.7,2.7,8.8,8.7,9.8,0,6.8,-,6.4,6.2,6.3,3.7,0.8,2.2,10.0,3.5,1.5,1.4,2.1,5.2,2,5.9,10,6.0,5.0,4.2,6.1,6,7.9,3,5.4,3.4,0.9,6.2,2.1,7.2,1.4,3.5,5.0,5.42,150
2017,CAF,Central_African_Republic,Sub-Saharan Africa,5.41,150,4,-,-,-,2.4,2.1,10,10.0,0,0.0,0.0,4.0,7.6,-,-,7.5,7.6,4.5,0,5,10,5.0,-,-,10,7.1,7.8,8.3,7.5,10,-,-,7.5,-,-,7.5,-,-,10,8.5,10.0,10.0,3.0,3.0,10,10,10,8.0,-,10,10,10,7.5,8.8,5.59,137,9.4,9.6,4,3,-,3.0,6.5,6.5,5.3,2.5,4.8,1.2,-,0.5,5,-,-,0.7,2.7,8.4,9.0,9.2,0,6.7,0.9,6.4,6.2,4.5,3.3,2.3,2.8,10.0,-,1.5,1.4,1.5,4.7,5,9.6,10,8.2,0.0,-,-,6,7,0,3.3,-,1.1,7.7,-,7.3,4.6,5.2,5.5,5.23,151
2017,CPV,Cape_Verde,Sub-Saharan Africa,7.45,52,2,-,-,-,5.8,5.4,10,10.0,-,10.0,10.0,10.0,10.0,-,-,10,10.0,8.5,10,10,10,10.0,-,-,-,9.8,6.4,8.1,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,8.0,7.8,-,-,-,8.9,-,10,10,10,2.5,6.3,7.74,50,5.6,9.4,7,8,4,6.0,7.9,7.2,5.3,3.8,5.2,8.7,-,6.1,8.8,5.4,5,1.0,6.0,8.8,9.7,9.8,5,8.3,7.3,8,4.8,6.7,4.9,6.7,5.8,10.0,6,2.7,10,6.2,7.2,10,8.6,10,9.5,3.9,4.5,6.9,8,5.1,1,4.9,4.6,5.6,9.3,4.4,9.2,8.0,6.8,7.1,7.16,63
2017,CAN,Canada,North America,8.65,4,1,8.6,7.2,7.4,7.7,9.3,10,10.0,10,9.9,9.9,10.0,10.0,-,-,10,10.0,9.7,10,10,10,10.0,-,-,10,8.4,8.6,9,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,8.3,8.3,10,10,10,9.5,10,10,10,10,10,10.0,9.22,11,4.0,7.1,8,5,5,5.0,8.3,6.5,8.7,6.1,8.4,10.0,9.2,3.6,9,8.8,6.9,1.0,7.8,9.0,9.5,9.7,10,9.6,9.7,9.2,2.1,7,5.9,9.9,7.9,10.0,7,7.7,5.5,6.7,7.9,10,9.9,10,10.0,8.9,6.2,7.4,8,8.3,10,8.1,4.6,9.8,9.9,6.8,6.9,8.5,7.7,8.6,8.08,8
2017,CMR,Cameroon,Sub-Saharan Africa,5.64,143,4,2.3,3.7,2.8,3.0,9.4,5,9.1,2.5,6.8,8.0,6.3,9.9,-,-,7.5,8.7,8.1,0,5,2.5,2.5,-,-,7.5,8.5,7.7,7.9,7.5,2.5,-,-,5,-,-,5,-,-,7.5,5.5,10.0,7.9,2.7,4.3,7.5,7.5,7.5,6.8,-,0,0,0,7.5,3.8,5.43,141,7.7,9.6,7,5,4,4.5,5.9,6.9,3.4,4.1,5.2,5.0,3.3,2.2,3.5,5.3,4.3,0.6,3.2,9.9,9.5,9.9,0,7.3,3.8,6.4,6.3,5.5,5.1,0,2.5,10.0,5.7,1.5,0.6,2.6,5.2,5,6.5,10,7.2,7.2,4.9,6.8,8,7,10,7.3,4.1,3.3,9.3,2.9,8.7,3.0,5.2,6.6,5.84,140
2017,KHM,Cambodia,South Asia,7.13,63,2,1.9,2,2.7,2.6,9.3,5,10.0,7.5,10.0,10.0,8.5,10.0,-,-,7.5,8.8,8.8,10,5,7.5,7.5,-,-,10,8.6,6.2,8.3,10,7.5,-,-,5,-,-,5,-,-,10,7.5,10.0,8.8,2.0,3.3,10,10,10,7.7,-,10,10,10,7.5,8.8,6.82,86,9.8,9.6,8,10,10,10.0,8,9.1,2.6,3.2,4.9,6.8,-,1.8,7.5,3.5,5.1,1.0,4.4,8.3,9.6,9.4,10,9.3,8.7,7.8,6.4,7.6,5.3,4,4.6,10.0,5.8,5.4,10,7.1,7.3,-,10.0,9,9.5,6.7,5.3,5.8,10,6.3,5,6.5,4.2,4.2,6.1,3.2,5,8.1,5.1,7.0,7.44,43
2017,BDI,Burundi,Sub-Saharan Africa,5.56,145,4,-,-,-,2.9,7.6,0,10.0,2.5,9.4,7.7,5.9,10.0,-,-,-,10.0,7.8,5,5,10,6.7,-,-,5,9.3,8.1,7.5,0,0,-,-,2.5,-,-,2.5,-,-,2.5,1.5,10.0,10.0,1.7,0.8,0,0,0,3.2,-,0,0,0,7.5,3.8,4.95,150,7.5,10,7,8,5,6.5,3.6,6.9,2.1,3.0,3.4,1.1,-,2.8,8.5,3.4,4.7,1.0,3.5,7.7,8.5,6.8,10,8.2,8.1,7.4,5.1,6.9,3.7,1.1,2.4,9.1,3.9,1.5,10,5.1,5.9,5,0.0,10,5.0,10.0,3.7,7.4,8,7.8,10,7.8,3.4,2.4,9.8,3.3,9.8,7.4,6.0,6.3,6.17,124
2017,BFA,Burkina_Faso,Sub-Saharan Africa,6.73,90,3,5.1,4.9,4.5,4.9,9.5,10,10.0,7.5,9.1,9.5,9.2,2.4,-,-,7.5,5.0,7.9,10,10,10,10.0,-,-,7.5,8.1,8.4,8,7.5,7.5,-,-,7.5,-,-,7.5,-,-,7.5,7.5,10.0,10.0,4.7,7.0,7.5,7.5,7.5,7.7,-,10,10,10,7.5,8.8,7.39,63,2.5,9.6,2,9,4,6.5,8.1,5.7,4.3,4.6,5.1,3.3,5.8,2.1,4.8,6,4.7,0.9,4.3,9.5,8.5,9.9,0,7.0,6.5,7.6,7,7,5.3,3.6,4.4,10.0,5.6,0.8,7.2,4.5,6.5,10,8.0,5,7.7,6.7,4.5,6.4,6,7.9,10,6.9,3.7,4.2,9.1,3.1,8.9,7.0,6.0,6.9,6.07,130
2017,BGR,Bulgaria,Eastern Europe,7.79,39,1,5,5.6,4.1,4.9,9.4,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.8,10,10,10,10.0,-,-,7.5,8.1,5.8,7.1,10,10,-,-,7.5,-,-,10,-,-,10,9.5,10.0,10.0,6.0,5.8,10,10,10,8.8,7,10,10,10,7.5,8.2,8.04,44,5.7,5.8,8,10,7,8.5,7.6,7.1,3.5,3.4,4.3,8.3,5,5.1,8.7,4.4,4.9,1.0,5.3,8.8,9.3,9.6,10,9.4,9,9,6.7,8.2,5.4,9.8,7.6,10.0,5.3,6.9,7.6,6.6,8.1,10,10.0,10,10.0,5.6,4.6,6.9,6,9.3,10,7.1,4,6.0,9.3,3.5,9.3,4.9,6.2,7.7,7.54,37
2017,BRA,Brazil,Latin America & the Caribbean,6.48,109,3,5,5.3,3.7,4.7,0.0,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,6.7,10,10,10,10.0,-,-,5,8.2,9.1,7.4,10,10,-,-,2.5,-,-,2.5,-,-,7.5,6.5,9.8,10.0,5.3,4.5,10,10,10,8.5,0,10,10,10,10,6.7,6.74,88,4.7,5.2,4,8,4,6.0,8.4,5.7,4.8,2.9,5.3,6.7,3.3,3.6,8.2,4.2,2.8,1.0,4.5,9.1,9.2,9.3,10,9.4,8.6,7.3,6.1,7.4,4,7.9,5.9,10.0,5.2,2.3,8.2,5.2,7.1,5,4.9,5,5.0,2.2,1.7,5.2,6,7.1,3,4.2,1.1,6.0,9.3,2.9,5,0.0,4.0,4.4,6.23,120
2017,KWT,Kuwait,Middle East & North Africa,6.19,124,4,-,-,-,5.3,9.3,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,0,5.0,7.9,10,5,5,6.7,-,-,2.5,8.1,3.4,4.6,7.5,7.5,-,-,0,-,-,2.5,-,-,2.5,4,10.0,10.0,3.0,4.3,10,7.5,7.5,7.5,-,0,10,5,2.5,3.8,5.97,123,1.0,6.9,4,10,10,10.0,4.2,5.2,6,5.1,6,8.3,6.7,5.1,9.2,6.7,6.7,0.5,5.0,9.5,4.3,9.6,10,8.4,9.4,9.1,7.7,8.7,5.3,3.6,4.4,10.0,3.1,2.3,6.2,3.9,6.8,10,10.0,7,9.0,10.0,4.9,6.3,4,4.4,3,5.4,4,1.6,8.8,4,7.1,8.9,5.7,6.7,6.41,114
2017,POL,Poland,Eastern Europe,7.78,40,1,6.6,6.4,6.2,6.4,9.7,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,10,10.0,9.7,10,10,10,10.0,-,-,5,8.2,5.9,6.3,10,10,-,-,10,-,-,7.5,-,-,7.5,9,10.0,10.0,6.3,6.5,7.5,10,10,8.6,7,10,10,10,10,9.0,8.32,37,4.9,5.4,7,7,1,4.0,6.9,5.6,3.3,2.9,5,10.0,5.8,4.1,9.3,5.1,6.4,1.0,5.8,9.5,9.7,9.6,10,9.7,9,9,6.7,8.2,5.8,10,7.9,10.0,6.3,2.3,7.7,5.4,7.9,5,8.5,10,7.8,5.6,3.9,7.5,8,7.8,10,7.1,3,8.7,8.7,4.7,8.4,6.3,6.6,7.2,7.24,59
2017,LAO,Laos,South Asia,6.2,123,4,-,-,-,3.8,7.2,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,7.5,8.8,8.5,5,0,10,5.0,-,-,7.5,8.2,4.5,6.7,0,0,-,-,0,-,-,0,-,-,2.5,0.5,10.0,10.0,1.3,1.5,7.5,2.5,7.5,5.8,-,10,10,10,7.5,8.8,5.74,132,6.9,9.9,4,9,9,9.0,1.6,6.3,4.7,4.5,4.8,7.5,-,3.1,8.5,5.3,6.4,1.0,5.6,6.1,8.6,9.8,5,7.4,9,8.3,7.3,8.2,5.4,7.4,6.4,10.0,5.1,1.5,10,5.5,7.5,-,8.3,10,9.1,5.6,4.6,6.7,10,1,1,4.8,4.7,2.4,6.6,4.8,9.4,5.9,5.7,6.5,6.67,95
2017,CHE,Switzerland,Western Europe,8.82,2,1,-,-,-,8.3,9.8,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.9,10,10,10,10.0,-,-,10,7.7,6.9,8.2,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,8.7,9.0,10,10,10,9.7,7,10,10,10,10,9.0,9.24,10,6.4,6,10,8,6,7.0,8.6,7.6,9.1,7.7,9.2,10.0,8.3,4.5,9.6,9.2,7.9,1.0,8.4,9.9,9.9,9.9,10,9.9,9.9,8.7,0,6.2,6.2,9.9,8.1,10.0,7.8,3.1,7.7,6.2,7.6,8,10.0,10,9.3,10.0,7.8,8.4,6,10,5,7.9,6.2,8.0,9.6,8,8.4,9.3,8.3,8.5,8.4,4
2017,SWE,Sweden,Western Europe,8.5,11,1,9.5,8.1,8,8.5,9.6,10,10.0,10,9.8,9.4,9.8,10.0,-,-,10,10.0,9.8,10,10,10,10.0,-,-,10,8.4,8.3,8.9,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,9.3,8.8,10,10,10,9.7,10,10,10,10,10,10.0,9.45,1,0.8,4.8,8,2,0,1.0,8.1,4.5,8.2,6.7,8.1,9.2,10,5,8.5,7.2,7,1.0,7.7,7.7,9.8,9.6,10,9.3,9,9,6.7,8.2,6.8,9.9,8.4,10.0,7.6,3.1,7.7,6.1,8.2,10,10.0,8,9.3,6.7,4.4,4.5,6,10,10,6.9,5.3,6.7,9.7,7.8,9,8.6,7.9,8.0,7.56,35
2017,SUR,Suriname,Latin America & the Caribbean,7.48,51,2,4.6,5,5.2,4.9,7.8,10,10.0,-,10.0,10.0,10.0,10.0,-,-,-,10.0,9.3,10,10,-,10.0,-,-,-,9.7,9.3,9.5,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,7.3,6.8,-,-,-,8.5,-,10,10,10,-,10.0,8.3,38,3.9,8.6,10,5,5,5.0,4.4,6.4,4.2,5.3,5.6,5.0,5,2.7,4.6,3.2,7.1,1.0,4.7,8.8,4.5,5.6,10,7.2,8.4,7.9,6.1,7.5,6.7,6.8,6.8,10.0,6.6,0,7.3,4.6,7.2,8,9.0,9,8.7,8.9,-,-,10,7,10,9.0,-,1.3,6.9,4.5,7.3,7.8,5.6,7.7,6.65,98
2017,SDN,Sudan,Sub-Saharan Africa,4.32,159,4,-,-,-,3.4,7.9,0,8.9,2.5,9.3,9.1,6.0,1.3,-,-,0,0.7,4.9,10,0,0,3.3,-,-,7.5,8.2,3.8,6.5,2.5,2.5,-,-,2.5,-,-,2.5,-,-,7.5,3.5,10.0,10.0,1.3,1.0,10,0,7.5,5.7,-,0,0,0,0,0.0,3.97,158,9.6,-,10,10,7,8.5,2.5,7.6,-,3.6,-,0.0,4.2,3.8,8.9,-,-,0.5,3.0,5.5,3.5,3.5,5,4.4,-,5.7,3.9,4.8,-,0.9,0.9,0.0,-,6.2,0.9,3.5,2.3,-,6.2,-,6.2,8.3,-,-,8,2.5,0,4.7,-,4.0,8.7,-,7,8.0,6.9,6.0,4.67,160
2017,LKA,Sri_Lanka,South Asia,6.41,110,3,3.7,4.5,4.8,4.5,9.1,5,10.0,5,10.0,10.0,8.0,10.0,-,-,0,5.0,7.4,10,10,10,10.0,-,-,7.5,7.4,5.7,6.9,5,5,-,-,5,-,-,5,-,-,7.5,5.5,10.0,10.0,4.3,3.8,7.5,7.5,7.5,7.2,7,0,0,0,2.5,3.2,6.25,114,8.2,9.3,7,9,8,8.5,5.1,7.6,4.8,3.7,5,5.0,5.8,3.6,7.6,5,5.9,0.9,4.9,8.0,8.8,8.5,5,7.6,6.4,8.1,4.3,6.3,5.2,-,5.2,10.0,5.4,0,0,1.8,5.8,5,7.7,10,7.6,10.0,4.1,6.7,8,0,10,6.5,3.4,5.6,9.6,3.5,9.5,8.6,6.7,6.9,6.57,104
2017,ESP,Spain,Western Europe,8.12,29,1,8.1,6.6,6.4,7.0,9.7,10,10.0,10,9.8,9.5,9.9,10.0,-,-,7.5,8.8,9.4,10,10,10,10.0,-,-,10,7.7,6.3,8,10,7.5,-,-,10,-,-,10,-,-,10,9.5,10.0,10.0,8.0,6.5,10,10,10,9.2,7,10,10,10,10,9.0,8.69,30,4.6,4.8,10,4,4,4.0,7,6.1,5.2,3.8,5.9,8.3,8.3,5.6,7.7,8.6,7.2,1.0,6.8,8.2,9.8,9.6,10,9.4,9,9,6.7,8.2,6.3,10,8.1,10.0,6.8,3.1,7.7,5.9,8.1,10,8.0,10,9.3,3.9,3.5,6.4,8,5.1,10,6.1,2.9,7.6,9.5,4.7,8.5,8.3,6.9,7.5,7.55,36
2017,ZAF,South_Africa,Sub-Saharan Africa,7.08,64,2,5.9,6.1,5.2,5.7,0.0,10,10.0,5,9.9,10.0,9.0,10.0,-,-,7.5,8.8,5.9,10,10,10,10.0,-,-,10,8.3,9.8,9.4,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,7.3,5.0,10,10,10,8.9,7,10,10,10,7.5,8.2,7.55,58,4.1,8.1,4,5,4,4.5,8.1,5.8,6.1,5.1,5.4,8.3,3.3,3.9,7,3.7,2.6,1.0,5.0,9.0,9.7,9.0,5,8.2,8.8,8.5,4.8,7.4,5.5,4.7,5.1,10.0,6,0.8,8.3,5.0,6.9,10,7.5,10,9.2,5.6,3.5,4.3,8,8.3,10,6.6,3.7,3.6,8.7,2.8,8.4,7.6,5.8,7.2,6.61,101
2017,SYR,Syria,Middle East & North Africa,3.79,162,4,-,-,-,1.8,9.1,0,0.0,0,0.0,0.0,0.0,10.0,-,-,0,5.0,4.7,0,0,2.5,0.8,-,-,-,5.4,3.4,4.4,-,-,-,-,-,-,-,-,-,-,-,-,0.0,6.7,0.3,0.5,-,-,-,1.9,-,0,0,0,0,0.0,2.53,162,6.8,9,2,9,5,7.0,3.8,5.7,3.1,1.9,5.9,3.3,7.5,3.2,4.1,-,6.1,0.5,3.2,9.5,0.0,4.2,10,5.9,8.4,6.7,0.6,5.2,4.6,2.8,3.7,9.1,4.6,0.8,0,1.8,5.0,2,4.8,10,5.6,8.3,5,4.7,6,10,0,5.7,3.8,0.9,9.2,4.1,-,6.2,4.8,5.4,5.05,155
2017,SVN,Slovenia,Eastern Europe,7.97,35,1,7.7,5.9,5.8,6.5,9.6,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,10,10.0,9.7,10,10,10,10.0,-,-,10,9.2,7.8,9,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,8.0,8.0,10,10,10,9.4,7,10,10,10,10,9.0,8.78,23,4.2,5.1,8,4,0,2.0,6.9,5.3,4.4,3.1,5.7,9.2,7.5,4.2,8.3,7.2,7.7,1.0,6.2,8.1,9.8,9.7,10,9.4,9,9,6.7,8.2,6.2,10,8.1,10.0,5,3.1,7.7,5.3,7.9,5,10.0,10,8.3,2.2,2.6,5.8,8,8.1,10,6.1,2.7,7.6,9.6,4.8,6.9,7.4,6.5,7.0,7.15,67
2017,SGP,Singapore,South Asia,8.11,30,1,6.9,8.1,8,7.7,9.9,10,10.0,10,10.0,10.0,10.0,10.0,-,-,7.5,8.8,9.6,10,5,10,8.3,-,-,5,8.6,4.8,6.1,5,2.5,-,-,2.5,-,-,2.5,-,-,5,3.5,10.0,10.0,2.0,4.5,7.5,7.5,5,6.6,7,0,10,5,10,7.3,7.5,61,4.9,9.2,8,10,10,10.0,3.9,7.2,7.8,7.3,8.9,8.3,8.3,7.7,9,9.2,8.4,1.0,8.2,10.0,9.5,9.9,10,9.9,10,10,10,10,8.2,9.2,8.7,10.0,8.5,6.9,10,8.5,9.3,10,10.0,10,10.0,10.0,7.6,8.4,10,10,0,7.7,7.6,10.0,9.9,8.8,10,9.3,9.3,9.0,8.71,2
2017,SLE,Sierra Leone,Sub-Saharan Africa,5.99,132,4,3.4,4.1,3.8,3.9,9.3,10,10.0,7.5,10.0,10.0,9.5,1.0,-,-,5,3.0,7.3,5,10,10,8.3,-,-,-,8.8,8.1,8.5,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,4.0,5.0,-,-,-,7.3,-,0,10,5,2.5,3.8,6.27,112,8.8,10,4,7,4,5.5,6.4,6.9,3.4,3.5,4.5,4.2,5.8,4.2,5.4,4.1,4.5,0.8,3.9,7.8,7.0,6.4,5,6.5,9,7.6,11.9,9.5,4.5,3.4,3.9,10.0,5.2,0,1.8,2.3,6.4,2,0.0,9,3.7,3.3,4.1,5.5,8,0,10,5.2,3.9,2.0,9.7,2.7,7.9,6.2,5.4,4.7,5.71,145
2017,SYC,Seychelles,Sub-Saharan Africa,7.16,62,2,-,-,-,5.3,4.9,10,10.0,-,10.0,10.0,10.0,10.0,-,-,10,10.0,8.3,10,0,2.5,4.2,-,-,-,9.9,6.4,8.1,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,4.7,6.0,-,-,-,7.7,-,10,10,10,10,10.0,7.16,71,1.7,8.6,8,10,10,10.0,3.1,6.3,5.3,4.8,5.8,8.1,-,4.1,7.1,5.9,5.6,1.0,5.8,8.3,8.6,9.4,10,9.1,9.3,8,0,5.8,6,5.3,5.7,9.6,6,8.5,10,8.1,7.3,5,9.6,9,7.9,8.9,4.6,5.3,8,7.5,10,7.4,5,6.0,8.8,3.5,8.7,9.0,6.8,7.4,7.16,63
